stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
202,,G.T.HOSPITAL,,18.9459250089,72.8317323185,,0,,,
1,,COLABA BUS STN.,,18.9118892648,72.8230460117,,0,,,
3105,,MAHESHWARI UDN.,,19.0252090803,72.8603288649,,0,,,
280,,KIDWAI NGR.,,19.0095838443,72.8542592242,,0,,,
279,,DNYANESHWAR NGR.,,19.0057494704,72.8540875628,,0,,,
278,,SHIVAJI NGR.,,19.0010269437,72.8538271903,,0,,,
276,,SEWREE STN.(W),,18.997901717,72.8540034276,,0,,,
3267,,SEWREE COURT,,18.9933265109,72.8513480407,,0,,,
277,,JACKERIA BUNDER,,18.9886707871,72.8456947325,,0,,,
275,,TANK BUNDER,,18.9884475968,72.8453943251,,0,,,
722,,KALACHKYPOLICE STN.,,18.9879606352,72.843441677,,0,,,
710,,SHRAWAN YESHWANTE CHK.,,18.9880273201,72.8414408185,,0,,,
273,,ALBERT RD/ TANAJI MALUSARE CHK.,,18.9853182743,72.8420605376,,0,,,
2744,,GHODAPDEV,,18.9808183686,72.8430554389,,0,,,
272,,REAY RD.STN.,,18.9766438952,72.8440453723,,0,,,
271,,DARUKHANA,,18.9721539012,72.8452012061,,0,,,
708,,BEST POWER HOUSE(KUSSARA),,18.96953621,72.8455445288,,0,,,
671,,DOCKYARD RD.RLY.STN.,,18.9679534,72.8442356108,,0,,,
100,,MAHARANA PRATAP CHK.,,18.968750325,72.8401937201,,0,,,
899,,HUTATMA CHK. ( O.C.S.),,18.9332525186,72.8313236179,,0,,,
290,,BANDRA CLY.BUS STN,,19.0587813299,72.8493964627,,0,,,
1356,,KHERWADI,,19.0609929024,72.8468276844,,0,,,
4596,,GANDHI NGR./CHETANA COLLEGE,,19.0597419908,72.847761572,,0,,,
288,,GANDHI NGR.,,19.0586861966,72.8478099296,,0,,,
955,,M.I.G.CLY.(KALA NGR.),,19.0569014184,72.8476382682,,0,,,
2995,,KALA NGR.,,19.0545892908,72.8477670142,,0,,,
3393,,KALA NGR.,,19.0555628221,72.8477240989,,0,,,
954,,DHARAVI T JN./TAPASE CHK.,,19.0470824434,72.8521049719,,0,,,
4660,,DHARAVI DEPOT/KOLIWADA,,19.0508789358,72.857976457,,0,,,
286,,DHARAVI DEPOT,,19.0506951083,72.858710427,,0,,,
958,,KALAKILLA,,19.0481800669,72.8577233741,,0,,,
3982,,DHARAVI PUMPING STN.,,19.0472876236,72.8614999244,,0,,,
953,,RANI LAXMIBAI CHK./ SION BARRIER,,19.0471333906,72.863122383,,0,,,
1065,,RANI LAXMIBAI CHK.,,19.0448955152,72.8640704359,,0,,,
4076,,RANI LAXMIBAI CHK.,,19.0425509169,72.8637739969,,0,,,
53,,SWAMI D.SARASWATI CHK.,,18.9345004013,72.8371137225,,0,,,
114,,NANAVATI HOSPITAL,,19.0933992552,72.8395178434,,0,,,
115,,VILE PARLE,,19.1006552029,72.8393372259,,0,,,
506,,MITHIBAI COLLEGE,,19.1035071371,72.8369375584,,0,,,
507,,DR.COOPER HOSPITAL,,19.1084645384,72.8369858381,,0,,,
527,,JUHU SHOPPING CENTRE,,19.1161081749,72.8334882376,,0,,,
529,,D.N.NGR./BARFIWALA VIDYALAYA,,19.1270679855,72.8310425733,,0,,,
3063,,INDIAN OIL NGR.,,19.1292353464,72.8313317415,,0,,,
531,,LAXMI INDL.EST.,,19.1350886137,72.8319553321,,0,,,
532,,MONGINIS CAKE CO.,,19.1371821001,72.8318038103,,0,,,
619,,LOKHANDWALA COMPLEX JN.,,19.1417684727,72.8314851587,,0,,,
296,,GOREGAON DEPOT,,19.1541981254,72.8354572924,,0,,,
969,,SHASTRI NGR.,,19.1591845247,72.8352372903,,0,,,
971,,BANGUR NGR.,,19.1676973439,72.8351085442,,0,,,
972,,VINAY INDUSTRY(SUBKUCH MARKET),,19.1745478172,72.8370397347,,0,,,
565,,CHINCHOLI BUNDER RD.,,19.1797177809,72.8365037642,,0,,,
5021,,MALAD DEPOT,,19.1836494573,72.835731288,,0,,,
3758,,"""D""MART SHOPPING CENTRE",,19.186055,72.835849,,0,,,
566,,KACHPADA,,19.18943,72.83556,,0,,,
568,,MITH CHKY,,19.1958041325,72.833029487,,0,,,
3327,,MITH CHKY,,19.1962646846,72.833601318,,0,,,
3560,,JANTA CLY./SHIV MANDIR,,19.1995880419,72.8337729794,,0,,,
3562,,SHANTI NGR.,,19.2062750819,72.8346312863,,0,,,
3564,,KAMRAJ NGR.,,19.2090087565,72.8350085225,,0,,,
3612,,MAHAVIR NGR.EXTN.,,19.2164874909,72.8393734318,,0,,,
5000,,CHIKOOWADI,,19.2199992655,72.8413890841,,0,,,
3614,,SHIMPOLI TEL.EXCHANGE,,19.2241869036,72.8410900456,,0,,,
3615,,DON BOSCO (LINK RD.),,19.2304272156,72.8407467228,,0,,,
3515,,M.H.B.POLICE STN.,,19.2327774014,72.8408325535,,0,,,
2224,,YOGINGR./JAYRAJNAGAR,,19.2348311778,72.8406419028,,0,,,
4629,,SHANTI ASHRAM JN.,,19.241285238,72.8444178464,,0,,,
3785,,SARDAR VALLABHBHAI PATEL COLLEGE,,19.2492493753,72.845747507,,0,,,
3798,,BHAKTI PALACE,,19.2556728193,72.8494609254,,0,,,
1411,,RUSHI COMPLEX EXT.( DAHISAR - W ),,19.2569339812,72.8511631695,,0,,,
4627,,DAHISAR BRIDGE (LINK RD.),,19.2585802793,72.8563499983,,0,,,
4628,,VITTHAL RAKHUMAI MANDIR,,19.2568036453,72.8667024719,,0,,,
1329,,KETAKI PADA,,19.2543306636,72.8666331302,,0,,,
1330,,DAHISAR CHECK NAKA,,19.2555731327,72.8702746386,,0,,,
1315,,DAHISAR BUS STN.,,19.2558619014,72.8700551524,,0,,,
4152,,HIRANANDANI GATE(THANE-W),,19.2486272646,72.9782482644,,0,,,
4151,,THANE MUN.COMMISSIONER HOUSE,,19.2480802944,72.97509649,,0,,,
3922,,PATLI PADA,,19.24646807,72.9759114401,,0,,,
3924,,MANPADA,,19.2352436251,72.9759561223,,0,,,
3926,,TATWADNYAN VIDYAPITH,,19.2227454015,72.9775257529,,0,,,
3928,,KAPUR BAWDI,,19.2195238207,72.9779173554,,0,,,
3929,,MAJIWADA,,19.2146918483,72.977363714,,0,,,
4616,,LODHA PARADISE (COMPLEX),,19.2111435777,72.9831498989,,0,,,
307,,PRATIKSHA NGR.DEPOT,,19.0423689584,72.8729261348,,0,,,
317,,BEST RECIEVING CENTRE,,19.0414764839,72.8703512141,,0,,,
315,,TRANSIT CAMP DISPENSARY,,19.0402188981,72.8692354152,,0,,,
314,,PRATIKSHA NGR NO.1/SAMAJMANDIR HALL,,19.0392047091,72.8667463252,,0,,,
1676,,RAWLICAMP,,19.0375507968,72.8691147608,,0,,,
2359,,SARDAR NGR.NO 1,,19.037611649,72.8653811259,,0,,,
3356,,SARDAR NGR.NO 2,,19.0370951761,72.867218394,,0,,,
5206,,INDIAN HUME PIPE CO.,,19.0175694919,72.8699535558,,0,,,
5204,,DOSTI ACRES,,19.0244401,72.8670558,,0,,,
225,,ANTOP HILL POST OFFICE,,19.0246215402,72.863857291,,0,,,
4922,,JIJAMATA MUNICIPAL SCHOOL,,18.9796927416,72.8391745193,,0,,,
4947,,MAFATLAL MILL,,18.975938,72.837574,,0,,,
3168,,MUSTAFA BAZAR/SAVLYA TANDEL CHK.,,18.9758525258,72.8405370429,,0,,,
3097,,MAHARANA PRATAP CHK.,,18.9682238988,72.8403624352,,0,,,
2716,,DOCKYARD RD.RLY.STN.,,18.965692011,72.8441374502,,0,,,
672,,INSPECTOR KAKLIS CHK.,,18.9635154452,72.8440105873,,0,,,
673,,CENTRAL RLY GOODS,,18.9596800105,72.8431951957,,0,,,
688,,CHINCH BUNDER,,18.9586506468,72.8382947095,,0,,,
689,,DONGRI,,18.9583699768,72.8374607082,,0,,,
4939,,CHAR NAL,,18.9583851971,72.8361947055,,0,,,
3128,,JOHAR CHK.,,18.9581873335,72.8319085355,,0,,,
691,,GOL MANDIR,,18.9581331576,72.8289820798,,0,,,
692,,ALANKAR CINEMA,,18.9580819447,72.8269468518,,0,,,
693,,KHETWADI,,18.9582549199,72.8238322384,,0,,,
3801,,PRARTHANA SAMAJ,,18.9579193716,72.8195920814,,0,,,
2994,,MAHATMA PHULE MARKET,,18.9460691078,72.8351066353,,0,,,
344,,TROMBAY,,19.0335852151,72.950019518,,0,,,
1058,,DHOBI GHAT(TROMBAY),,19.0346400072,72.948646227,,0,,,
357,,CHEETA CAMP,,19.0368867567,72.9458735653,,0,,,
1057,,NARMADESHWAR MANDIR,,19.0385906145,72.9446719357,,0,,,
356,,MANDALA,,19.0409435323,72.9390500256,,0,,,
355,,MANKHURD STN.RD.,,19.04264,72.93041,,0,,,
354,,ANUSHAKTI NGR.,,19.0427942436,72.9265934122,,0,,,
353,,RAJ KAPOOR CHK./ BHABHA HOSPITAL,,19.0436724194,72.9214294134,,0,,,
352,,TELECOM FACTORY,,19.0444431829,72.918382424,,0,,,
350,,DEONAR DEPOT,,19.0457818689,72.9131038366,,0,,,
349,,PANJARAPOL,,19.0457413028,72.9085548102,,0,,,
348,,BASANT TALKIES,,19.0457818689,72.9064519583,,0,,,
347,,WADAVLI VILLAGE/BORLA SOC.,,19.0457818689,72.9044778525,,0,,,
346,,R.C.F.CLY./GOLF CLUB,,19.0461063972,72.9001004873,,0,,,
359,,MAROL MAROSHI BUS STN.,,19.1190482464,72.8802714049,,0,,,
3397,,STATE BANK,,19.1164278022,72.8800058662,,0,,,
366,,MAROL VILLAGE,,19.1122493277,72.8789826118,,0,,,
3046,,MAROLNAKA/MATA RAMABAI AMBEDKAR CHK,,19.108376776,72.8787251197,,0,,,
3045,,MAROLNAKA/MATA RAMABAI AMBEDKAR CHK,,19.1089039349,72.8786822044,,0,,,
364,,MITTAL EST.,,19.1069574935,72.8840680801,,0,,,
363,,DR.DATTA SAMANT CHK./SAKI NAKA,,19.1041391679,72.8867717468,,0,,,
1274,,VIJAY PRINTING PRESS,,19.1011659986,72.8841244608,,0,,,
362,,SAFED POOL,,19.0967047133,72.8836617171,,0,,,
361,,JARIMARI,,19.0943120327,72.8833183943,,0,,,
360,,BAIL BAZAR,,19.0878324095,72.8812462577,,0,,,
3044,,KAMANI,,19.0844019325,72.8846382677,,0,,,
3043,,KAMANI,,19.0851522284,72.8851317941,,0,,,
368,,VIHAR LAKE,,19.140106593,72.8984809219,,0,,,
4590,,RAMADA HOTEL (POWAI),,19.1367514204,72.8984178493,,0,,,
375,,NITIE,,19.1350386442,72.8979659378,,0,,,
3048,,MORARJI NGR.,,19.1296402333,72.8963851993,,0,,,
1202,,P.W.D.OFFICE,,19.1272797609,72.8945099741,,0,,,
3047,,"DR.AMBEDKAR UDN., POWAI",,19.126576,72.893884,,0,,,
4149,,L & T GATE NO.6,,19.1152776743,72.8888451486,,0,,,
2476,,TUNGA VILLAGE,,19.1203997785,72.8910134656,,0,,,
371,,E.S.I.S.LOCAL OFFICE,,19.1171559222,72.8892968518,,0,,,
1168,,JOHN BACKER,,19.1127766153,72.8886102063,,0,,,
370,,CHANDIVLI JN.,,19.1103436169,72.8880952221,,0,,,
369,,STATE BANK,,19.1079105827,72.8882668835,,0,,,
3049,,DR.DATTA SAMANT CHK./SAKI NAKA,,19.1037879245,72.886461069,,0,,,
4649,,ANJANABAI MAGAR/S.SAINIK SURVE CHK.,,19.0759837,72.8776559,,0,,,
258,,DHOBI GHAT/DR.AMBEDKAR NAGAR,,18.911186631,72.8189337116,,0,,,
396,,WORLI DEPOT,,19.0133802422,72.8200516175,,0,,,
701,,MUNICIPAL CLY.,,19.0121251493,72.8202971804,,0,,,
399,,PASSPORT OFFICE,,19.0104572331,72.8204452136,,0,,,
403,,SIDDHIVINAYAK MANDIR,,19.0169232505,72.8298851213,,0,,,
404,,AGAR BAZAR,,19.0181942927,72.8325441,,0,,,
3024,,P.THAKRE CHK.,,19.0190333155,72.8363535698,,0,,,
1260,,POSTAL CLY.,,19.0607766734,72.8925115169,,0,,,
380,,NALANDA SCTY.,,19.0762032635,72.9140551777,,0,,,
327,,GHATKOPAR DEPOT/CASURINA,,19.0875432944,72.9186321159,,0,,,
333,,GHATKOPAR BUS STN./GKD,,19.0879619559,72.9182232873,,0,,,
260,,LAXMI NGR.,,19.0895951893,72.9161728068,,0,,,
259,,NITYANAND NGR.,,19.0912579506,72.9137695475,,0,,,
255,,DARGAH,,19.0951052711,72.9141440467,,0,,,
1023,,GODREJ CO.,,19.105174925,72.9219140002,,0,,,
382,,ASHA & USHA,,19.1082162625,72.9236735294,,0,,,
383,,VIKHROLI STN.RD.(W),,19.1108850181,72.9253614645,,0,,,
384,,CIPLA CO./MILITARY CANTEEN,,19.1143798683,72.9261626193,,0,,,
385,,B.M.C.OFFICE-VIKHROLI,,19.11792,72.925936,,0,,,
386,,HINDUSTAN CO.,,19.1217191255,72.9254759738,,0,,,
387,,GANDHI NGR.,,19.1249223455,72.9251755664,,0,,,
406,,HUMA TALKIES,,19.1323495408,72.9273582945,,0,,,
407,,DOCKYARD CLY.,,19.131452483,72.9269908319,,0,,,
408,,CIBA CO.,,19.1359517458,72.9293518333,,0,,,
409,,BIRLA CO.,,19.1342286173,72.928386238,,0,,,
410,,MANGATRAM PETROLPUMP,,19.1392408919,72.930914375,,0,,,
411,,JANATA MARKET,,19.1418162799,72.9324362462,,0,,,
4408,,ISHWAR NGR.(BHANDUP-W),,19.1438474988,72.9338686732,,0,,,
412,,BHANDUP STN.RD.(W),,19.1457732349,72.9355280396,,0,,,
1871,,BHANDUP STN.RD.,,19.1469185304,72.9365159749,,0,,,
413,,BHANDUP POLICE STN.,,19.151118216,72.9376579771,,0,,,
474,,SHANGRILA CO.,,19.1557319341,72.9374384494,,0,,,
1609,,ASIAN PAINTS,,19.1596885441,72.9376344947,,0,,,
476,,DR.K.B.HEDGEWAR CHK.,,19.1637929814,72.9376023082,,0,,,
2487,,DR.K.B.HEDGEWAR CHK.,,19.163317656,72.9400242822,,0,,,
2393,,FORTIS HOSPITAL,,19.163075,72.940469,,0,,,
2394,,MERIND CO.,,19.1616614546,72.944464885,,0,,,
420,,SARVODAYA PARSHWANATH NGR.,,19.1604225521,72.9461581476,,0,,,
3057,,NAHUR VILLAGE,,19.1620837869,72.9374897114,,0,,,
423,,ST.PIUS SCHOOL,,19.1726327745,72.9515121729,,0,,,
424,,SAIDHAM,,19.1742446087,72.9504501454,,0,,,
1610,,POST & TELEGRAPHS,,19.1693971954,72.9457251809,,0,,,
426,,VIDYABEN GARDI SCHOOL/KESHAVPADA,,19.171444239,72.9478280328,,0,,,
428,,KALIDAS NATYAGRUH,,19.1733291181,72.9496733926,,0,,,
2733,,MAHARSHI ARVIND CHK.,,19.1756395856,72.9519264482,,0,,,
2590,,DNYAN SARITA,,19.1787281949,72.9504608867,,0,,,
3015,,AMBAJI DHAM,,19.1785457941,72.9491734264,,0,,,
2331,,KADAM PADA,,19.1786335215,72.9471658127,,0,,,
2774,,AGARWAL MUNICIPAL HOSPITAL,,19.1785110772,72.9453634756,,0,,,
434,,E.S.I.S.HOSPITAL,,19.1784778957,72.9445733087,,0,,,
435,,VEENA NGR./GOVARDHAN NAGAR,,19.1802416028,72.9459930162,,0,,,
436,,SANTOSHI MATA MANDIR,,19.1819439842,72.9470444422,,0,,,
437,,KEVA FRAGNANS,,19.1845661168,72.948183338,,0,,,
397,,VAISHALI NGR.,,19.187120037,72.9457135417,,0,,,
820,,CHH. SHIVAJI TERMINUS,,18.9391804134,72.8354246596,,0,,,
815,,VASUDEO B.PHADKE CHK.,,18.9432084706,72.8299273106,,0,,,
2628,,VASUDEO B.PHADKE CHK.,,18.9435534944,72.8288436982,,0,,,
440,,S.K.PATIL GARDEN,,18.9495036442,72.8212515923,,0,,,
442,,SUKH SAGAR,,18.9566898631,72.8133107193,,0,,,
4910,,SMT.M.B.DALVI HOSPITAL,,18.9579125349,72.8110474094,,0,,,
444,,NALANDA,,18.9613420664,72.8088333723,,0,,,
448,,LALA LAJPATRAI COLLEGE,,18.9860793579,72.8141182105,,0,,,
451,,JARIMARI MATA MANDIR/S.T.OFFICE,,18.9917489002,72.814065255,,0,,,
524,,POLICE CLY.,,19.004575453,72.8170529078,,0,,,
83,,P.THAKRE CHK.,,19.0215459211,72.8373861789,,0,,,
405,,RANADE RD.,,19.0224993603,72.8382874011,,0,,,
3050,,RAM GANESH GADKARI CHK.,,19.0242817638,72.8397504182,,0,,,
3231,,MAHIM ( PARADISE ),,19.0373794211,72.842185857,,0,,,
4335,,BANDRA TALAO,,19.0560494199,72.8370309984,,0,,,
459,,KHAR TEL.EXCHANGE,,19.0643171341,72.8347731276,,0,,,
461,,RAMKRISHNA MISSION,,19.0751669925,72.8341937705,,0,,,
551,,ARYA SAMAJ MANDIR,,19.0797906414,72.8344727202,,0,,,
132,,SANTACRUZ POLICE STN,,19.0842113781,72.8345156356,,0,,,
467,,BALKANJI BARI SCHOOL,,19.0849616749,72.8319407149,,0,,,
1398,,S.N.D.T.,,19.0852774242,72.8306353384,,0,,,
4213,,MANEKJI COOPER SCHOOL,,19.0879011222,72.8272427576,,0,,,
135,,JUHU TARA,,19.0900311589,72.8274989768,,0,,,
136,,ROYAL HOTEL,,19.0922399166,72.8279186602,,0,,,
470,,PARSI CLY.,,19.1015687255,72.8270483657,,0,,,
3059,,JUHU HOTEL,,19.1048924324,72.8265713445,,0,,,
469,,JUHU BUS STN.,,19.1074884012,72.8267706888,,0,,,
471,,BHARATIYA AROGYA NIDHI HOSPITAL,,19.1121516972,72.829045202,,0,,,
1399,,UTPAL SANGHAVI SCHOOL,,19.1089069929,72.8265284291,,0,,,
2540,,CHANDAN CINEMA,,19.1146058158,72.8266621276,,0,,,
401,,GAMMON HOUSE,,19.0136239807,72.8248450816,,0,,,
4625,,RAM GANESH GADKARI CHK.,,19.0240991927,72.8396914096,,0,,,
3235,,MAHIM ( PARADISE ),,19.0426217372,72.8401756763,,0,,,
2764,,NATIONAL COLLEGE,,19.0635079464,72.8372218725,,0,,,
525,,OLD KHAR,,19.0655773197,72.8372876844,,0,,,
517,,KHAR POLICE STN/SACRED HEART SCHOOL,,19.0743375782,72.8375437376,,0,,,
3061,,VILE PARLE,,19.101550494,72.838895571,,0,,,
3062,,VILE PARLE,,19.1004352985,72.8395178434,,0,,,
3759,,ERLA MASJID,,19.1113638904,72.8373077032,,0,,,
1280,,GAGANDEEP,,19.1147092334,72.8360846159,,0,,,
528,,NEW D.N.NGR.,,19.1199317057,72.8297980284,,0,,,
530,,JEEVAN NGR.,,19.1319163366,72.8315495317,,0,,,
535,,SCOUT CAMP/DNYANSAGAR VIDYALAYA,,19.1461086859,72.8347222699,,0,,,
536,,ANAND NGR.,,19.1504443525,72.8359054391,,0,,,
3033,,BHAGATSINGH NGR./SEJAL PARK,,19.1560002992,72.8356465063,,0,,,
2777,,BEST NGR.,,19.1531846346,72.8402638109,,0,,,
126,,BEST NGR.,,19.1530830382,72.8409788412,,0,,,
4916,,SIDDHARTH NGR.NO.2,,19.1625962477,72.8416282307,,0,,,
538,,VIVEK VIDYALAYA,,19.158541,72.84359,,0,,,
4268,,JAWAHWR NGR.,,19.160035464,72.8459698819,,0,,,
560,,JAWAHAR NGR.,,19.1593174684,72.8478112337,,0,,,
540,,JAIN MANDIR,,19.0845703571,72.9115348405,,0,,,
522,,GOREGAON BUS STN(W),,19.1650686232,72.8484736719,,0,,,
3301,,EKTA SCTY.,,19.1083693954,72.8757827548,,0,,,
2115,,AMBASSADOR HOTEL,,19.1063823964,72.8748815326,,0,,,
587,,SAHAR POLICE STN.,,19.1032193692,72.8735940723,,0,,,
588,,CHH. SHIVAJI INT.AIRPORT(SAHARA),,19.1037622899,72.8777017711,,0,,,
1687,,SAHAR AIR INDIA HOTEL,,19.1031382651,72.8703325061,,0,,,
585,,WAREHOUSE,,19.1010498219,72.8642492561,,0,,,
584,,SAHAR P.& T.CLY.NO 2,,19.1028779235,72.862578083,,0,,,
582,,SAHAR P.& T.CLY.NO 1,,19.1051893771,72.8609902152,,0,,,
581,,CHAKALA CIGARETTE FACTORY,,19.1073791456,72.8591019401,,0,,,
580,,PARSIWADA,,19.1088389751,72.8556687125,,0,,,
3280,,GARWARE CHK.,,19.1036554825,72.8541949421,,0,,,
72,,SUBHASH MARG,,19.1037649891,72.8533077716,,0,,,
70,,HANUMAN SCTY.BLDG NO.5,,19.1037244372,72.8514194965,,0,,,
71,,MATRUCHAYA,,19.1036230575,72.8502393245,,0,,,
80,,PARLE TILAK VIDYALAYA,,19.103149,72.847093,,0,,,
623,,PARLESHWAR MANDIR,,19.1029742255,72.8459477901,,0,,,
664,,VILEPARLE STN(E)/DINANATH NATYAGRUH,,19.1008051991,72.8446422731,,0,,,
4233,,VILE PARLE STN.(E),,19.0986356202,72.8445779001,,0,,,
68,,SATHE COLLEGE,,19.0983715005,72.8460121631,,0,,,
67,,GUJRAT SCTY./DAYALDAS RD.,,19.0971751766,72.8504968165,,0,,,
632,,DOMESTIC AIRPORT JUN.,,19.0951410415,72.8523469611,,0,,,
66,,VILE PARLE SUB-WAY,,19.0913002166,72.8445839533,,0,,,
1103,,MILAN SUB-WAY,,19.0894292768,72.8435230731,,0,,,
578,,NEW AGRIPADA,,19.085541315,72.845785583,,0,,,
79,,VAKOLA POLICE STN.,,19.0809465335,72.8468108817,,0,,,
2746,,VAKOLA POLICE STN(HANUMAN MANDIR),,19.0771202561,72.8470850467,,0,,,
577,,MARATHA CLY.,,19.0735916366,72.847063589,,0,,,
64,,CARDINAL G.SCHOOL/TEACHER'S CLY.,,19.0707817368,72.846843506,,0,,,
63,,KHERWADI JN.,,19.0616975349,72.8462830433,,0,,,
1856,,KALA NGR.,,19.0534226424,72.8453496346,,0,,,
31,,RAM GANESH GADKARI CHK.,,19.0251271702,72.8404614906,,0,,,
4252,,VEER KOTWAL UDN.,,19.0214676544,72.8420903878,,0,,,
550,,KABUTARKHANA,,19.0182583324,72.8395391649,,0,,,
549,,SHARDASHRAM VIDYAMANDIR,,19.0166556991,72.8379298395,,0,,,
1143,,DADAR POLICE STN.,,19.0139932169,72.8347674458,,0,,,
576,,KHEDGALLI/SIDDHIVINAYAK MANDIR,,19.0759837,72.8776559,,0,,,
1080,,PRABHADEVI/RAVINDRA NATYA MANDIR,,19.015571518,72.8297159732,,0,,,
456,,DR.RAVINDRA KULKARNI CHK/SASMIRA,,19.0087936619,72.8193508723,,0,,,
454,,COM.P.K.KURNE CHK.,,19.0060142436,72.8215395549,,0,,,
589,,J.MEHTA MARG,,18.9501044262,72.7954991731,,0,,,
591,,PREM NGR.,,18.9505224478,72.7935080729,,0,,,
592,,NARAYAN DABHOLKAR MARG,,18.952369251,72.7949886523,,0,,,
593,,DARYA MAHAL,,18.954021258,72.7977522286,,0,,,
594,,PETIT HALL,,18.9568624256,72.7997048768,,0,,,
595,,PRIYADARSHANI,,18.9597037937,72.8007916006,,0,,,
596,,PETROL PUMP/MAHESHWARI MANSION,,18.9640668468,72.8032806905,,0,,,
597,,MUKESH CHK.,,18.9647415879,72.8046164306,,0,,,
621,,MUKESH CHK.(UMAR PARK/TATA GARDEN),,18.9652945691,72.8039566072,,0,,,
598,,PARSI GENERAL HOSPITAL,,18.96897014,72.8036809607,,0,,,
599,,BREACH CANDY HOSPITAL,,18.9719125132,72.804775302,,0,,,
600,,MAFATLAL PARK,,18.9746925008,72.8063202544,,0,,,
601,,MAHALAXMI TEMPLE,,18.9763767043,72.8085303946,,0,,,
453,,GANDHI MAIDAN,,19.0026058425,72.81937233,,0,,,
602,,VAKOLA PIPE LINES,,19.080662631,72.8524757071,,0,,,
1642,,VAKOLA MASJID,,19.0817171238,72.8561664267,,0,,,
603,,MILITARY CAMP,,19.0811290421,72.8588057204,,0,,,
1643,,MILITARY OUTPOST,,19.0794459001,72.8597927733,,0,,,
604,,KALINA,,19.0778235785,72.8618527098,,0,,,
3947,,KAPILVASTU BUDDHA VIHAR,,19.0741327375,72.8605867072,,0,,,
605,,VIDYA NGRY,,19.0728145601,72.8612733527,,0,,,
606,,NAFA,,19.0714963722,72.8620029135,,0,,,
607,,AMAR BRASS & STEEL CO.,,19.0727404138,72.8669367944,,0,,,
608,,METRO PLAYING CARDS,,19.073794957,72.8694687998,,0,,,
3067,,KURLA DEPOT,,19.0760730694,72.8769595987,,0,,,
610,,BUDDHA NGR.,,19.0738125345,72.8802753002,,0,,,
611,,LAXMANRAO YADAV MARKET(KURLA MARKET,,19.0702504,72.8792453,,0,,,
590,,KURLA STN (W),,19.0666319246,72.8793608576,,0,,,
2712,,BAHAR CINEMA,,19.1095187118,72.8538690721,,0,,,
2711,,DARPAN CINEMA/ SAI SERVICE,,19.1155532829,72.855069454,,0,,,
2899,,ALLAHABAD BANK,,19.1124709474,72.853166132,,0,,,
2713,,NEW HINDUSTAN DORR,,19.1122689142,72.8567551194,,0,,,
3070,,CHAKALA,,19.1148436739,72.8595541075,,0,,,
3069,,CHAKALA,,19.1144179071,72.8593073443,,0,,,
628,,NELCO,,19.1160720283,72.8617835521,,0,,,
629,,MAROL DEPOT,,19.1179980883,72.8655601024,,0,,,
630,,E.S.I.S HOSP/ MIDC POLICE STN.,,19.0759837,72.8776559,,0,,,
2936,,GAUTAM NGR.,,19.1192135972,72.8702288466,,0,,,
2218,,ORKAY MILL,,19.1211598943,72.870658,,0,,,
3686,,"""C"" CROSS RD.JN.",,19.1228586,72.8718451,,0,,,
620,,SEEPZ BUS STN.,,19.1257095996,72.8732570625,,0,,,
3073,,BORIVLI STN(E),,19.229248975,72.8587306183,,0,,,
2879,,BORIVLI STN(E),,19.2310835664,72.8577574471,,0,,,
3208,,OMKARESHWAR MANDIR,,19.2313763151,72.8624642533,,0,,,
3185,,OMKARESHWAR MANDIR,,19.2301235535,72.8629029885,,0,,,
660,,DEVIPADA,,19.2277984156,72.8631800711,,0,,,
659,,MAGATHANE DEPOT,,19.2212443661,72.8658120629,,0,,,
658,,MAGATHANE TEL.EXCHANGE,,19.2174044881,72.8667783062,,0,,,
657,,DATTANI PARK,,19.2103825008,72.8683062485,,0,,,
656,,MAHINDRA CO. GATE (B.H.A.D.CLY.),,19.2059713752,72.8653062478,,0,,,
655,,BANDONGRI,,19.197738003,72.8600665024,,0,,,
654,,PUSHPA PARK,,19.1915453675,72.8584036924,,0,,,
653,,KURAR VILLAGE,,19.1878110026,72.8583872956,,0,,,
652,,PATHANWADI,,19.1802705082,72.8584892425,,0,,,
3112,,GEN.A.K.VAIDYA MARG JUN.,,19.1748794682,72.8627146511,,0,,,
574,,DINDOSHI BUS STN.,,19.1762321596,72.8646761866,,0,,,
646,,VIRWANI EST./SARVODAYA NGR.,,19.1703670263,72.8588598024,,0,,,
644,,GOREGAON CHECK NAKA NO 1,,19.1661755084,72.8582061784,,0,,,
643,,VANRAI/ MHADA CLY.,,19.1564222138,72.8570573579,,0,,,
642,,MAHANANDA DAIRY,,19.1503821182,72.8565532935,,0,,,
3002,,BIMBISAR NGR.,,19.1465712725,72.8563816321,,0,,,
641,,BALASAHEB THAKRE TRAUMA CE/S.R.P.CA,,19.0759837,72.8776559,,0,,,
640,,JOGESHWARI POLICE STN,,19.138639426,72.8550265598,,0,,,
639,,ISMAIL YUSUF COLLEGE,,19.1307996022,72.8551690828,,0,,,
638,,SHANKARWADI,,19.1258272372,72.855927782,,0,,,
995,,GUNDAVLI/LION'S CLUB,,19.1160404708,72.8550832521,,0,,,
636,,DARPAN CINEMA/ SAI SERVICE,,19.1138655946,72.8546403217,,0,,,
1710,,BAHAR CINEMA,,19.1096889528,72.8539965915,,0,,,
635,,BAHAR CINEMA,,19.108984816,72.853452469,,0,,,
